# minichess opening book export
# format_version	1
# store	book
# db_schema_version	2
# eval_version	1
# rows	92678
# sorted by (fen, rank); no timestamp, so an unchanged book re-exports identically
# fen	ply	rank	move	score	depth	eval_version
3n2/3bkp/6/1N2r1/P5/K1R2B[] w	10	2	((3, 1), (4, 3), None)	-46	6	1
3n2/3bkp/6/1N2r1/P5/K1R2B[] w	10	3	((3, 1), (1, 2), None)	-81	6	1
3n2/3bkp/6/1N2r1/P5/K1R2B[] w	10	4	((5, 0), (4, 1), None)	-161	6	1
3n2/3bkp/6/1N2r1/P5/K1R2B[] w	10	5	((5, 2), (5, 3), None)	-339	6	1
3n2/3bkp/6/1N2r1/P5/K1R2B[] w	10	6	((5, 2), (5, 1), None)	-404	6	1
3n2/3bkp/6/1N2r1/P5/K1RB2[] b	11	1	((0, 3), (1, 1), None)	-311	10	1
3n2/3bkp/6/1N2r1/P5/K2R1B[] b	11	1	((1, 3), (3, 1), None)	-655	10	1
3n2/3bkp/6/1N2r1/P5/KR1B2[] w	10	1	((3, 1), (4, 3), None)	-91	6	1
3n2/3bkp/6/1N2r1/P5/KR1B2[] w	10	2	((3, 1), (5, 2), None)	-154	6	1
3n2/3bkp/6/1N2r1/P5/KR1B2[] w	10	3	((3, 1), (1, 0), None)	-234	6	1
3n2/3bkp/6/1N2r1/P5/KR1B2[] w	10	4	((5, 3), (4, 2), None)	-242	6	1
3n2/3bkp/6/1N2r1/P5/KR1B2[] w	10	5	((5, 1), (4, 1), None)	-260	6	1
3n2/3bkp/6/1N2r1/P5/KR1B2[] w	10	6	((3, 1), (1, 2), None)	-287	6	1
3n2/3bkp/6/1N2r1/P5/KR3B[] b	11	1	((0, 3), (2, 4), None)	-457	10	1
3n2/3bkp/6/1N2r1/P5/KR3B[] w	10	1	((3, 1), (1, 2), None)	-64	6	1
3n2/3bkp/6/1N2r1/P5/KR3B[] w	10	2	((3, 1), (5, 2), None)	-66	6	1
3n2/3bkp/6/1N2r1/P5/KR3B[] w	10	3	((3, 1), (4, 3), None)	-92	6	1
3n2/3bkp/6/1N2r1/P5/KR3B[] w	10	4	((5, 5), (0, 0), None)	-202	6	1
3n2/3bkp/6/1N2r1/P5/KR3B[] w	10	5	((5, 0), (4, 1), None)	-359	6	1
3n2/3bkp/6/1N2r1/P5/KR3B[] w	10	6	((5, 1), (5, 3), None)	-674	6	1
3n2/3bkp/6/1N2r1/PK4/1R3B[] b	11	1	((0, 3), (2, 2), None)	-286	10	1
3n2/3bkp/6/1N2r1/PK4/1R3B[] w	10	1	((5, 1), (5, 3), None)	-54	6	1
3n2/3bkp/6/1N2r1/PK4/1R3B[] w	10	2	((3, 1), (1, 0), None)	-108	6	1
3n2/3bkp/6/1N2r1/PK4/1R3B[] w	10	3	((3, 1), (5, 0), None)	-119	6	1
3n2/3bkp/6/1N2r1/PK4/1R3B[] w	10	4	((5, 1), (5, 2), None)	-161	6	1
3n2/3bkp/6/1N2r1/PK4/1R3B[] w	10	5	((5, 1), (5, 0), None)	-180	6	1
3n2/3bkp/6/1N2r1/PK4/1R3B[] w	10	6	((3, 1), (4, 3), None)	-230	6	1
3n2/3bkp/6/1N2r1/PK4/2R2B[] b	11	1	((3, 4), (3, 5), None)	-110	10	1
3n2/3bkp/6/1N2r1/PK4/3R1B[] b	11	1	((0, 3), (2, 2), None)	-267	10	1
3n2/3bkp/6/1N2r1/PK4/R4B[] b	11	1	((0, 3), (2, 2), None)	-388	10	1
3n2/3bkp/6/1N2r1/PKB3/2R3[] b	11	1	((0, 3), (2, 2), None)	-332	10	1
3n2/3bkp/6/1N2r1/PKB3/3R2[] b	11	1	((0, 3), (2, 2), None)	-92	10	1
3n2/3bkp/6/1N2r1/PKB3/5R[] b	11	1	((3, 4), (4, 4), None)	-406	10	1
3n2/3bkp/6/1N2r1/PR4/K2B2[] b	11	1	((3, 4), (5, 4), None)	-270	10	1
3n2/3bkp/6/1R2r1/P3N1/K2B2[] b	7	1	((1, 3), (3, 1), None)	-481	10	1
3n2/3bkp/6/1R2r1/PK3N/3B2[] b	9	1	((1, 3), (3, 1), None)	-1404	10	1
3n2/3bkp/6/1R4/P1BNr1/K5[] b	9	1	((4, 4), (4, 3), None)	-2072	10	1
3n2/3bkp/6/1R4/P3r1/K2B2[n] b	9	1	((4, 4), (4, 3), None)	-2615	10	1
3n2/3bkp/6/1Rr3/P5/K2B2[n] b	9	1	((1, 3), (3, 1), None)	-1000000	10	1
3n2/3bkp/6/2N1r1/P5/KR1B2[] b	7	1	((3, 4), (3, 2), None)	-1140	10	1
3n2/3bkp/6/2r2B/P5/KR4[n] b	9	1	((1, 3), (3, 5), None)	-4697	10	1
3n2/3bkp/6/2r3/P1B3/KR4[n] b	9	1	((3, 2), (4, 2), None)	-1000000	8	1
3n2/3bkp/6/2r3/P3B1/KR4[n] b	9	1	((3, 2), (4, 2), None)	-1808	10	1
3n2/3bkp/6/2r3/P5/K1RB2[n] b	9	1	((3, 2), (5, 2), None)	-1000000	5	1
3n2/3bkp/6/2r3/P5/KRNB2[] b	11	1	((1, 4), (0, 5), None)	-290	10	1
3n2/3bkp/6/2r3/PK4/1R1B2[n] b	9	1	((3, 2), (1, 2), None)	-1387	10	1
3n2/3bkp/6/2r3/PR4/K2B2[n] b	9	1	((1, 3), (2, 4), None)	-2288	10	1
3n2/3bkp/6/4r1/P1B1N1/KR4[] b	7	1	((3, 4), (4, 4), None)	-1403	10	1
3n2/3bkp/6/4r1/P1B3/K1N2R[] b	11	1	((1, 3), (2, 2), None)	-88	10	1
3n2/3bkp/6/4r1/P1B3/K1NR2[] b	11	1	((1, 3), (2, 2), None)	2	10	1
3n2/3bkp/6/4r1/P1BN2/K4R[] b	11	1	((3, 4), (4, 4), None)	-191	10	1
3n2/3bkp/6/4r1/P1BN2/KR4[] w	10	1	((5, 1), (5, 5), None)	-22	6	1
3n2/3bkp/6/4r1/P1BN2/KR4[] w	10	2	((4, 2), (3, 1), None)	-171	6	1
3n2/3bkp/6/4r1/P1BN2/KR4[] w	10	3	((4, 3), (3, 1), None)	-192	6	1
3n2/3bkp/6/4r1/P1BN2/KR4[] w	10	4	((5, 0), (4, 1), None)	-195	6	1
3n2/3bkp/6/4r1/P1BN2/KR4[] w	10	5	((5, 1), (4, 1), None)	-203	6	1
3n2/3bkp/6/4r1/P1BN2/KR4[] w	10	6	((5, 1), (2, 1), None)	-208	6	1
3n2/3bkp/6/4r1/P1R1N1/K2B2[] b	11	1	((3, 4), (3, 3), None)	-644	10	1
3n2/3bkp/6/4r1/P2N2/K1R2B[] b	11	1	((3, 4), (3, 0), None)	-133	10	1
3n2/3bkp/6/4r1/P2N2/KR1B2[] b	11	1	((1, 5), (2, 5), None)	-301	10	1
3n2/3bkp/6/4r1/P2N2/KR3B[] b	11	1	((3, 4), (3, 0), None)	-190	10	1
3n2/3bkp/6/4r1/P2N2/KR3B[] w	10	1	((5, 1), (0, 1), None)	-2	6	1
3n2/3bkp/6/4r1/P2N2/KR3B[] w	10	2	((5, 1), (2, 1), None)	-36	6	1
3n2/3bkp/6/4r1/P2N2/KR3B[] w	10	3	((5, 1), (5, 2), None)	-94	6	1
3n2/3bkp/6/4r1/P2N2/KR3B[] w	10	4	((5, 0), (4, 1), None)	-127	6	1
3n2/3bkp/6/4r1/P2N2/KR3B[] w	10	5	((5, 1), (4, 1), None)	-180	6	1
3n2/3bkp/6/4r1/P2N2/KR3B[] w	10	6	((4, 3), (3, 1), None)	-210	6	1
3n2/3bkp/6/4r1/P3N1/K1RB2[] b	7	1	((0, 3), (2, 4), None)	-462	10	1
3n2/3bkp/6/4r1/P3N1/KR1B2[] b	11	1	((1, 3), (2, 2), None)	-260	10	1
3n2/3bkp/6/4r1/P5/KRN2B[] b	11	1	((1, 3), (2, 4), None)	-641	10	1
3n2/3bkp/6/4r1/P5/KRNB2[] b	7	1	((1, 3), (2, 4), None)	-482	10	1
3n2/3bkp/6/4r1/PK1N2/1R3B[] b	11	1	((1, 5), (2, 5), None)	-91	10	1
3n2/3bkp/6/4r1/PK2N1/1R1B2[] b	7	1	((1, 3), (3, 5), None)	-961	10	1
3n2/3bkp/6/4r1/PK4/NR3B[] b	11	1	((3, 4), (3, 5), None)	-299	10	1
3n2/3bkp/6/4r1/PKBN2/1R4[] b	11	1	((3, 4), (4, 4), None)	-686	10	1
3n2/3bkp/6/4r1/PR1N2/K4B[] b	11	1	((0, 3), (2, 4), None)	-284	10	1
3n2/3bkp/6/4r1/PR2N1/K2B2[] b	7	1	((1, 3), (2, 2), None)	-220	10	1
3n2/3bkp/6/4r1/PR2N1/K2B2[] w	10	1	((4, 4), (5, 2), None)	-20	6	1
3n2/3bkp/6/4r1/PR2N1/K2B2[] w	10	2	((4, 1), (4, 2), None)	-87	6	1
3n2/3bkp/6/4r1/PR2N1/K2B2[] w	10	3	((4, 1), (0, 1), None)	-159	6	1
3n2/3bkp/6/4r1/PR2N1/K2B2[] w	10	4	((5, 3), (3, 1), None)	-193	6	1
3n2/3bkp/6/4r1/PR2N1/K2B2[] w	10	5	((5, 3), (2, 0), None)	-193	6	1
3n2/3bkp/6/4r1/PR2N1/K2B2[] w	10	6	((4, 1), (5, 1), None)	-193	6	1
3n2/3bkp/6/4r1/PR4/K1NB2[] b	11	1	((1, 5), (2, 5), None)	-169	10	1
3n2/3bkp/6/4r1/PRBN2/K5[] b	11	1	((1, 5), (2, 5), None)	-261	10	1
3n2/3bkp/6/6/P1BNr1/KR4[] b	9	1	((4, 4), (4, 3), None)	-1200	10	1
3n2/3bkp/6/6/P3r1/KR1B2[n] b	9	1	((4, 4), (4, 0), None)	-1000000	1	1
3n2/3bkp/6/6/PR1r2/KB4[n] b	11	1	((4, 3), (5, 3), None)	-1938	10	1
3n2/3bkp/6/6/PR2r1/K2B2[n] b	9	1	((4, 4), (4, 1), None)	-1871	10	1
3n2/3bkp/6/6/PRBNr1/K5[] b	9	1	((4, 4), (4, 3), None)	-1070	10	1
3n2/3bkp/6/6/PRBr2/1K4[n] b	11	1	((0, 3), (2, 2), None)	-1801	10	1
3n2/3bkp/6/6/PRBr2/K5[n] w	10	1	((4, 2), (3, 1), None)	-1090	6	1
3n2/3bkp/6/6/PRBr2/K5[n] w	10	2	((4, 2), (1, 5), None)	-1111	6	1
3n2/3bkp/6/6/PRBr2/K5[n] w	10	3	((4, 2), (2, 0), None)	-1209	6	1
3n2/3bkp/6/6/PRBr2/K5[n] w	10	4	((4, 2), (5, 1), None)	-1345	6	1
3n2/3bkp/6/6/PRBr2/K5[n] w	10	5	((5, 0), (5, 1), None)	-1639	6	1
3n2/3bkp/6/6/PRBr2/K5[n] w	10	6	((4, 0), (3, 0), None)	-1831	6	1
3n2/3bkp/6/P1r3/6/KR1B2[n] b	9	1	((3, 2), (3, 0), None)	-1000000	5	1
3n2/3bkp/6/P3r1/4N1/KR1B2[] b	7	1	((3, 4), (3, 0), None)	-1000000	5	1
3n2/3bkp/6/P3r1/6/KRN2B[] b	11	1	((3, 4), (3, 0), None)	-903	10	1
3n2/3bkp/6/P5/1RBr2/K5[n] b	11	1	((0, 3), (2, 2), None)	-3000	10	1
3n2/3bkp/6/PN2r1/6/K1R2B[] b	11	1	((3, 4), (3, 1), None)	-1879	10	1
3n2/3bkp/6/PN2r1/6/KR3B[] w	10	1	((3, 1), (1, 2), None)	-782	6	1
3n2/3bkp/6/PN2r1/6/KR3B[] w	10	2	((3, 1), (5, 2), None)	-803	6	1
3n2/3bkp/6/PN2r1/6/KR3B[] w	10	3	((3, 1), (2, 3), None)	-864	6	1
3n2/3bkp/6/PN2r1/6/KR3B[] w	10	4	((3, 0), (2, 0), None)	-929	6	1
3n2/3bkp/6/PN2r1/6/KR3B[] w	10	5	((5, 0), (4, 0), None)	-955	6	1
3n2/3bkp/6/PN2r1/6/KR3B[] w	10	6	((5, 1), (5, 2), None)	-1007	6	1
3n2/3bkp/6/PN2r1/K5/1R3B[] b	11	1	((0, 3), (2, 4), None)	-1543	10	1
3n2/3bkp/6/r5/1R1N2/1K1B2[p] b	11	1	('drop', 'bP'  , (3, 2))	-1038	10	1
3n2/3bkp/6/r5/P3N1/KR1B2[] b	9	1	((3, 0), (4, 0), None)	-1000000	1	1
3n2/3bkp/6/r5/PR2N1/K2B2[] b	9	1	((1, 3), (2, 2), None)	-243	10	1
3n2/3bkp/6/r5/PR3N/K2B2[] b	11	1	((0, 3), (2, 4), None)	-236	10	1
3n2/3bkp/6/rR4/P3N1/K2B2[] b	9	1	((1, 3), (3, 1), None)	-455	10	1
3n2/3bkp/6/rR4/P4N/K2B2[] b	11	1	((1, 3), (3, 1), None)	-706	10	1
3n2/3bkp/B1R3/P5/K5/2N2r[] b	11	1	((5, 5), (5, 2), None)	-1000000	7	1
3n2/3bkp/B5/2r3/P5/KR4[n] b	9	1	((3, 2), (3, 0), None)	-1388	10	1
3n2/3bkp/B5/4r1/P3N1/KR4[] b	7	1	((3, 4), (4, 4), None)	-1404	10	1
3n2/3bkp/B5/4r1/PR2N1/K5[] b	11	1	((0, 3), (2, 2), None)	-318	10	1
3n2/3bkp/B5/6/PR1N1r/K5[] b	11	1	((1, 4), (0, 4), None)	-246	10	1
3n2/3bkp/B5/6/PR1r2/K5[n] b	11	1	((4, 3), (4, 1), None)	-1680	10	1
3n2/3bkp/BR4/1N4/P3r1/K5[] b	11	1	((1, 5), (2, 5), None)	-408	10	1
3n2/3bkp/BR4/6/P3r1/K5[n] b	9	1	((4, 4), (4, 0), None)	-1000000	3	1
3n2/3bkp/N5/6/rR4/1K1B2[p] b	11	1	((4, 0), (4, 1), None)	-1092	10	1
3n2/3bkp/NR4/6/r5/1K1B2[p] b	11	1	((0, 3), (2, 4), None)	-1146	10	1
3n2/3bkp/P5/1N2r1/6/KR3B[] b	11	1	((1, 3), (3, 1), None)	-1109	10	1
3n2/3bkp/R5/6/P3r1/K2B2[n] b	9	1	((4, 4), (4, 3), None)	-2453	10	1
3n2/3k1p/1B3b/6/P1R3/K1Nr2[] b	11	1	((2, 5), (5, 2), None)	-1941	10	1
3n2/3k1p/1B4/6/P4N/K2Br1[r] b	11	1	((5, 4), (5, 5), None)	-1849	10	1
3n2/3k1p/2R3/2B3/P5/K1Nr2[b] b	9	1	((5, 3), (5, 2), None)	-1000000	7	1
3n2/3k1p/2R3/4B1/P5/K1Nr2[b] b	9	1	((0, 3), (2, 2), None)	-1000000	7	1
3n2/3k1p/2R3/6/PB4/K1Nr2[b] b	9	1	((0, 3), (2, 2), None)	-1000000	6	1
3n2/3k1p/2R3/P1B3/6/K1Nr2[b] b	9	1	((0, 3), (2, 2), None)	-1000000	7	1
3n2/3k1p/2R3/P5/6/KBNr2[b] b	9	1	((0, 3), (2, 2), None)	-1000000	7	1
3n2/3k1p/2b3/4r1/P1B3/K1R3[n] w	10	1	((5, 2), (5, 3), None)	-549	6	1
3n2/3k1p/2b3/4r1/P1B3/K1R3[n] w	10	2	((5, 0), (4, 1), None)	-1024	6	1
3n2/3k1p/2b3/4r1/P1B3/K1R3[n] w	10	3	((5, 2), (5, 1), None)	-1169	6	1
3n2/3k1p/2b3/4r1/P1B3/K1R3[n] w	10	4	((4, 2), (2, 0), None)	-1246	6	1
3n2/3k1p/2b3/4r1/P1B3/K1R3[n] w	10	5	((4, 2), (5, 3), None)	-1284	6	1
3n2/3k1p/2b3/4r1/P1B3/K1R3[n] w	10	6	((4, 2), (5, 1), None)	-1284	6	1
3n2/3k1p/2b3/4r1/P1B3/K2R2[n] b	11	1	((1, 3), (1, 2), None)	-1240	10	1
3n2/3k1p/2b3/4r1/P1B3/KR4[n] b	11	1	((1, 3), (0, 4), None)	-1329	10	1
3n2/3k1p/2b3/4r1/P5/K1RB2[n] b	11	1	((3, 4), (3, 0), None)	-1565	10	1
3n2/3k1p/2b3/4r1/P5/KBR3[n] b	11	1	((3, 4), (3, 0), None)	-1285	10	1
3n2/3k1p/2b3/4r1/PKB3/2R3[n] b	11	1	((3, 4), (4, 4), None)	-1366	10	1
3n2/3k1p/3b2/P1R3/1K4/1BNr2[] b	11	1	((0, 3), (2, 2), None)	-2507	10	1
3n2/3k1p/3b2/P1R3/4N1/KB1r2[] b	11	1	((2, 3), (1, 4), None)	-1020	10	1
3n2/3k1p/3b2/P1R3/6/KBNr2[] w	10	1	((5, 2), (4, 0), None)	-672	6	1
3n2/3k1p/3b2/P1R3/6/KBNr2[] w	10	2	((5, 2), (4, 4), None)	-802	6	1
3n2/3k1p/3b2/P1R3/6/KBNr2[] w	10	3	((5, 1), (4, 0), None)	-1233	6	1
3n2/3k1p/3b2/P1R3/6/KBNr2[] w	10	4	((5, 0), (4, 1), None)	-1647	6	1
3n2/3k1p/3b2/P1R3/6/KBNr2[] w	10	5	((5, 2), (3, 3), None)	-2139	6	1
3n2/3k1p/3b2/P1R3/6/KBNr2[] w	10	6	((5, 0), (4, 0), None)	-2214	6	1
3n2/3k1p/3b2/P1R3/B5/K1Nr2[] b	11	1	((1, 3), (1, 4), None)	-1770	10	1
3n2/3k1p/3b2/P1R3/K5/1BNr2[] b	11	1	((2, 3), (3, 2), None)	-1000000	9	1
3n2/3k1p/3b2/P1R3/N5/KB1r2[] b	11	1	((0, 3), (2, 2), None)	-1700	10	1
3n2/3k1p/3b2/P1RN2/6/KB1r2[] b	11	1	((2, 3), (3, 2), None)	-1000000	7	1
3n2/3k1p/5B/P5/6/K1Nr2[br] b	11	1	('drop', 'bB'  , (3, 2))	-1000000	5	1
3n2/3k1p/5b/2B3/P1R3/1KNr2[] b	11	1	((2, 5), (5, 2), None)	-1239	10	1
3n2/3k1p/5b/2B3/P1R3/K1Nr2[] w	10	1	((3, 2), (4, 1), None)	-247	6	1
3n2/3k1p/5b/2B3/P1R3/K1Nr2[] w	10	2	((5, 0), (4, 1), None)	-943	6	1
3n2/3k1p/5b/2B3/P1R3/K1Nr2[] w	10	3	((3, 2), (2, 1), None)	-951	6	1
3n2/3k1p/5b/2B3/P1R3/K1Nr2[] w	10	4	((4, 0), (3, 0), None)	-963	6	1
3n2/3k1p/5b/2B3/P1R3/K1Nr2[] w	10	5	((5, 0), (5, 1), None)	-966	6	1
3n2/3k1p/5b/2B3/P1R3/K1Nr2[] w	10	6	((3, 2), (0, 5), None)	-1329	6	1
3n2/3k1p/5b/2B3/PKR3/2Nr2[] b	11	1	((0, 3), (2, 2), None)	-1213	10	1
3n2/3k1p/5b/2R3/PB4/K1Nr2[] b	11	1	((0, 3), (2, 2), None)	-529	10	1
3n2/3k1p/5b/6/PB2R1/K1Nr2[] b	11	1	((2, 5), (5, 2), None)	-1692	10	1
3n2/3k1p/5b/6/PB3R/K1Nr2[] b	11	1	((2, 5), (5, 2), None)	-2242	10	1
3n2/3k1p/5b/6/PBR3/1KNr2[] b	11	1	((0, 3), (2, 2), None)	-589	10	1
3n2/3k1p/5b/6/PBR3/K1Nr2[] b	11	1	((0, 3), (2, 2), None)	-565	10	1
3n2/3k1p/5b/6/PBR3/K1Nr2[] w	10	1	((5, 0), (5, 1), None)	-113	6	1
3n2/3k1p/5b/6/PBR3/K1Nr2[] w	10	2	((4, 0), (3, 0), None)	-183	6	1
3n2/3k1p/5b/6/PBR3/K1Nr2[] w	10	3	((4, 1), (3, 0), None)	-214	6	1
3n2/3k1p/5b/6/PBR3/K1Nr2[] w	10	4	((4, 2), (3, 2), None)	-319	6	1
3n2/3k1p/5b/6/PBR3/K1Nr2[] w	10	5	((4, 2), (4, 4), None)	-754	6	1
3n2/3k1p/5b/6/PBR3/K1Nr2[] w	10	6	((4, 2), (1, 2), None)	-1223	6	1
3n2/3k1p/5b/B5/P1R3/K1Nr2[] b	11	1	((0, 3), (2, 4), None)	-398	10	1
3n2/3k1p/5b/P1B3/2R3/K1Nr2[] b	11	1	((2, 5), (5, 2), None)	-1041	10	1
3n2/3k1p/5b/P1R3/1B4/K1Nr2[] b	11	1	((0, 3), (2, 2), None)	-691	10	1
3n2/3k1p/5b/P5/1BR3/K1Nr2[] b	11	1	((0, 3), (2, 2), None)	-459	10	1
3n2/3k1p/6/1B4/P4N/K2Br1[r] b	11	1	((1, 3), (2, 3), None)	-1635	10	1
3n2/3k1p/6/1R4/PB4/K1N2r[b] b	11	1	((0, 3), (2, 2), None)	-687	10	1
3n2/3k1p/6/2R1B1/P5/K1Nr2[b] b	9	1	('drop', 'bB'  , (1, 4))	-1176	10	1
3n2/3k1p/6/2R3/PB4/1KN2r[b] b	11	1	((5, 5), (5, 4), None)	-544	10	1
3n2/3k1p/6/2R3/PB4/K1N2r[b] w	10	1	((5, 0), (5, 1), None)	-162	6	1
3n2/3k1p/6/2R3/PB4/K1N2r[b] w	10	2	((3, 2), (3, 3), None)	-217	6	1
3n2/3k1p/6/2R3/PB4/K1N2r[b] w	10	3	((4, 0), (3, 0), None)	-379	6	1
3n2/3k1p/6/2R3/PB4/K1N2r[b] w	10	4	((3, 2), (4, 2), None)	-438	6	1
3n2/3k1p/6/2R3/PB4/K1N2r[b] w	10	5	((3, 2), (3, 1), None)	-743	6	1
3n2/3k1p/6/2R3/PB4/K1N2r[b] w	10	6	((3, 2), (3, 4), None)	-892	6	1
3n2/3k1p/6/2R3/PB4/K1Nr2[b] b	9	1	((5, 3), (5, 5), None)	-559	10	1
3n2/3k1p/6/3R2/PB4/K1N2r[b] b	11	1	((1, 3), (0, 4), None)	-551	10	1
3n2/3k1p/6/4B1/P1R3/K1Nr2[b] b	9	1	((1, 3), (0, 4), None)	-484	10	1
3n2/3k1p/6/4R1/PB4/K1N2r[b] b	11	1	('drop', 'bB'  , (2, 3))	-755	10	1
3n2/3k1p/6/5B/P4N/K2Br1[r] b	11	1	((1, 3), (2, 3), None)	-2049	10	1
3n2/3k1p/6/6/P4N/K1BBr1[r] b	11	1	((0, 3), (2, 2), None)	-1794	10	1
3n2/3k1p/6/6/P4N/K2Br1[Br] w	10	1	('drop', 'wB'  , (3, 1))	-592	6	1
3n2/3k1p/6/6/P4N/K2Br1[Br] w	10	2	('drop', 'wB'  , (5, 2))	-780	6	1
3n2/3k1p/6/6/P4N/K2Br1[Br] w	10	3	('drop', 'wB'  , (3, 5))	-910	6	1
3n2/3k1p/6/6/P4N/K2Br1[Br] w	10	4	('drop', 'wB'  , (2, 1))	-911	6	1
3n2/3k1p/6/6/P4N/K2Br1[Br] w	10	5	('drop', 'wB'  , (5, 1))	-980	6	1
3n2/3k1p/6/6/P4N/K2Br1[Br] w	10	6	('drop', 'wB'  , (3, 0))	-1056	6	1
3n2/3k1p/6/6/P4N/KB1Br1[r] b	11	1	('drop', 'bR'  , (4, 3))	-1538	10	1
3n2/3k1p/6/6/PBR3/K1N2r[b] b	11	1	((0, 3), (2, 4), None)	-690	10	1
3n2/3k1p/6/6/PBR3/K1Nr2[b] b	9	1	((0, 3), (2, 4), None)	-560	10	1
3n2/3k1p/6/B1R3/P5/K1N2r[b] b	11	1	('drop', 'bB'  , (0, 5))	-1768	10	1
3n2/3k1p/6/B5/P4N/K2Br1[r] b	11	1	((0, 3), (2, 2), None)	-1000000	10	1
3n2/3k1p/6/P1R3/1B4/K1N2r[b] b	11	1	((0, 3), (2, 4), None)	-684	10	1
3n2/3k1p/6/P1R3/6/KBNr2[b] b	9	1	('drop', 'bB'  , (2, 3))	-707	10	1
3n2/3k1p/6/P4B/6/K1Nr2[br] b	11	1	((1, 3), (1, 4), None)	-865	10	1
3n2/3k1p/6/P5/1B4/K1Nr2[br] b	11	1	('drop', 'bR'  , (4, 3))	-1000000	7	1
3n2/3k1p/6/P5/2R3/KBNr2[b] b	9	1	((0, 3), (1, 1), None)	-454	10	1
3n2/3k1p/6/P5/6/1KNr2[Bbr] b	11	1	('drop', 'bB'  , (3, 3))	-1000000	9	1
3n2/3k1p/6/P5/6/K1Nr2[Bbr] w	10	1	('drop', 'wB'  , (3, 5))	-530	6	1
3n2/3k1p/6/P5/6/K1Nr2[Bbr] w	10	2	('drop', 'wB'  , (3, 1))	-1627	6	1
3n2/3k1p/6/P5/6/K1Nr2[Bbr] w	10	3	((5, 0), (5, 1), None)	-2011	6	1
3n2/3k1p/6/P5/6/K1Nr2[Bbr] w	10	4	('drop', 'wB'  , (4, 0))	-2276	6	1
3n2/3k1p/6/P5/6/K1Nr2[Bbr] w	10	5	('drop', 'wB'  , (4, 1))	-2559	6	1
3n2/3k1p/6/P5/6/K1Nr2[Bbr] w	10	6	((5, 0), (4, 0), None)	-2781	6	1
3n2/3k1p/6/P5/B5/K1Nr2[br] b	11	1	((1, 3), (1, 4), None)	-1000000	9	1
3n2/3k1p/6/P5/K5/2Nr2[Bbr] b	11	1	((5, 3), (5, 2), None)	-1000000	8	1
3n2/3k1p/6/PB4/6/K1Nr2[br] b	11	1	('drop', 'bR'  , (2, 2))	-2068	10	1
3n2/3k1p/6/R5/PB4/K1N2r[b] b	11	1	((0, 3), (2, 2), None)	-687	10	1
3n2/3k1p/B1b3/4r1/P5/K1R3[n] b	11	1	((3, 4), (3, 0), None)	-2926	10	1
3n2/3kbp/3B2/2R3/P5/K1Nr2[] b	11	1	((1, 4), (2, 3), None)	-1000000	9	1
3n2/3kbp/5B/2R3/P5/K1Nr2[] b	11	1	((1, 4), (3, 2), None)	-1000000	3	1
3n2/3kbp/6/2R1B1/P5/1KNr2[] b	11	1	((1, 4), (3, 2), None)	-1756	10	1
3n2/3kbp/6/2R1B1/P5/K1Nr2[] w	10	1	((5, 0), (4, 1), None)	-1194	6	1
3n2/3kbp/6/2R1B1/P5/K1Nr2[] w	10	2	((5, 0), (5, 1), None)	-1194	6	1
3n2/3kbp/6/2R1B1/P5/K1Nr2[] w	10	3	((3, 4), (2, 3), None)	-2231	6	1
3n2/3kbp/6/2R1B1/P5/K1Nr2[] w	10	4	((3, 4), (4, 3), None)	-3303	6	1
3n2/3kbp/6/2R1B1/P5/K1Nr2[] w	10	5	((3, 4), (2, 5), None)	-1000000	6	1
3n2/3kbp/6/2R1B1/P5/K1Nr2[] w	10	6	((3, 4), (1, 2), None)	-1000000	6	1
3n2/3kbp/6/2R1B1/PK4/2Nr2[] b	11	1	((0, 3), (2, 4), None)	-1522	10	1
3n2/3kbp/6/2R3/P2B2/K1Nr2[] b	11	1	((5, 3), (4, 3), None)	-1000000	6	1
3n2/3kbp/6/P1R1B1/6/K1Nr2[] b	11	1	((1, 4), (3, 2), None)	-1000000	5	1
3n2/3r1k/1R3p/P4b/1K4/2N3[B] w	12	1	('drop', 'wB'  , (3, 1))	647	10	1
3n2/3r1k/bR3p/P5/1K4/2N3[B] w	12	1	((2, 1), (2, 0), None)	1764	10	1
3n2/3r1p/4kb/1NR3/P1K3/6[B] w	12	1	('drop', 'wB'  , (0, 2))	1296	10	1
3n2/3rk1/1R3p/P4b/1K4/2N3[B] w	12	1	('drop', 'wB'  , (3, 1))	749	10	1
3n2/3rkp/5b/1NR3/P1K3/6[B] b	11	1	((0, 3), (1, 1), None)	310	6	1
3n2/3rkp/5b/1NR3/P1K3/6[B] b	11	2	((1, 4), (0, 4), None)	480	6	1
3n2/3rkp/5b/1NR3/P1K3/6[B] b	11	3	((0, 3), (2, 4), None)	482	6	1
3n2/3rkp/5b/1NR3/P1K3/6[B] b	11	4	((1, 4), (0, 5), None)	556	6	1
3n2/3rkp/5b/1NR3/P1K3/6[B] b	11	5	((1, 3), (1, 1), None)	558	6	1
3n2/3rkp/5b/1NR3/P1K3/6[B] b	11	6	((1, 4), (2, 4), None)	835	6	1
3n2/4Bp/4kN/4r1/P5/K2B2[r] b	9	1	((2, 4), (1, 4), None)	-1000000	9	1
3n2/4Rp/3k2/6/P5/K1Nr2[Bb] b	9	1	((5, 3), (5, 2), None)	-1000000	10	1
